,Date,V,H,V1,V2,V3,V4,H1,H2,H3,H4,VF,HF,OUOpen,OUClose,VSpreadOpen,HSpreadOpen,VSpreadClose,HSpreadClose,VMoney,HMoney,OU2H,VSpread2H,HSpread2H
24,2007-11-02,Sacramento,SanAntonio,10.0,13.0,31.0,26.0,17.0,33.0,21.0,25.0,80.0,96.0,190.5,191.0,14.5,-14.5,14.5,-14.5,1200.0,-2000.0,92.5,2.0,-2.0
25,2007-11-02,LALakers,Phoenix,33.0,30.0,32.0,24.0,20.0,30.0,17.0,31.0,119.0,98.0,217.0,215.5,10.0,-10.0,8.0,-8.0,365.0,-435.0,107.5,9.0,-9.0
26,2007-11-02,GoldenState,LAClippers,27.0,34.0,29.0,24.0,35.0,26.0,31.0,28.0,114.0,120.0,209.0,211.0,2.0,-2.0,1.5,-1.5,105.0,-125.0,104.5,1.5,-1.5
27,2007-11-03,Brooklyn,Philadelphia,17.0,21.0,29.0,26.0,19.0,15.0,23.0,31.0,93.0,88.0,186.5,186.5,-2.5,2.5,-3.0,3.0,-150.0,130.0,94.5,-1.5,1.5
28,2007-11-03,Orlando,Washington,19.0,31.0,14.0,30.0,18.0,24.0,25.0,15.0,94.0,82.0,199.0,197.5,2.0,-2.0,1.0,-1.0,110.0,-130.0,100.5,2.5,-2.5
29,2007-11-03,Indiana,Memphis,40.0,32.0,22.0,27.0,31.0,30.0,26.0,24.0,121.0,111.0,211.5,211.5,4.5,-4.5,5.5,-5.5,180.0,-220.0,107.0,5.5,-5.5
30,2007-11-03,Chicago,Milwaukee,19.0,16.0,13.0,24.0,20.0,12.0,24.0,22.0,72.0,78.0,193.5,193.0,-2.5,2.5,-4.0,4.0,-175.0,155.0,95.0,-1.5,1.5
31,2007-11-03,Portland,Houston,12.0,19.0,15.0,34.0,25.0,21.0,16.0,27.0,80.0,89.0,203.5,203.0,12.0,-12.0,11.5,-11.5,700.0,-1000.0,100.5,-0.0,0.0
33,2007-11-03,GoldenState,Utah,28.0,18.0,35.0,29.0,29.0,36.0,29.0,39.0,110.0,133.0,212.5,215.5,8.5,-8.5,9.5,-9.5,425.0,-550.0,105.5,-0.0,0.0
34,2007-11-04,Boston,Toronto,23.0,15.0,28.0,12.0,14.0,17.0,24.0,23.0,98.0,95.0,192.0,194.0,2.0,-2.0,1.5,-1.5,105.0,-125.0,95.5,2.5,-2.5
35,2007-11-04,Seattle,LAClippers,21.0,31.0,24.0,25.0,25.0,27.0,26.0,37.0,101.0,115.0,209.5,208.0,6.0,-6.0,6.5,-6.5,250.0,-300.0,101.5,4.5,-4.5
36,2007-11-04,Minnesota,NewYork,28.0,22.0,23.0,20.0,21.0,33.0,21.0,22.0,93.0,97.0,192.5,193.0,10.0,-10.0,9.0,-9.0,355.0,-425.0,96.5,4.0,-4.0
37,2007-11-04,Charlotte,Miami,27.0,28.0,20.0,15.0,27.0,21.0,15.0,25.0,90.0,88.0,186.0,186.5,3.0,-3.0,3.5,-3.5,140.0,-160.0,93.5,3.5,-3.5
38,2007-11-04,Atlanta,Detroit,19.0,29.0,21.0,22.0,24.0,21.0,15.0,32.0,91.0,92.0,188.5,191.0,8.5,-8.5,8.0,-8.0,290.0,-350.0,97.0,6.5,-6.5
39,2007-11-04,NewOrleans,Denver,14.0,34.0,25.0,20.0,21.0,28.0,20.0,19.0,93.0,88.0,216.0,214.5,6.5,-6.5,5.0,-5.0,185.0,-215.0,104.5,3.0,-3.0
40,2007-11-04,Cleveland,Phoenix,22.0,23.0,19.0,28.0,21.0,17.0,31.0,34.0,92.0,103.0,208.5,205.0,8.0,-8.0,7.5,-7.5,290.0,-350.0,99.5,5.5,-5.5
41,2007-11-04,Utah,LALakers,21.0,30.0,31.0,27.0,25.0,21.0,35.0,38.0,109.0,119.0,202.0,205.5,-2.0,2.0,1.0,-1.0,-105.0,-115.0,106.0,2.0,-2.0
42,2007-11-05,Houston,Dallas,29.0,22.0,24.0,23.0,24.0,26.0,27.0,30.0,98.0,107.0,190.0,189.5,5.0,-5.0,4.5,-4.5,170.0,-200.0,95.5,3.0,-3.0
43,2007-11-06,Phoenix,Charlotte,29.0,30.0,29.0,27.0,21.0,16.0,24.0,22.0,115.0,83.0,210.0,207.0,-4.0,4.0,-4.0,4.0,-195.0,165.0,101.0,3.5,-3.5
44,2007-11-06,Atlanta,Brooklyn,19.0,22.0,16.0,25.0,22.0,23.0,24.0,18.0,82.0,87.0,190.5,188.5,4.5,-4.5,4.0,-4.0,160.0,-190.0,95.0,1.0,-1.0
45,2007-11-06,Denver,NewYork,37.0,29.0,26.0,20.0,32.0,28.0,22.0,37.0,112.0,119.0,213.0,211.0,-2.5,2.5,-3.0,3.0,-160.0,140.0,105.0,0.0,-0.0
46,2007-11-06,Orlando,Minnesota,26.0,30.0,32.0,23.0,22.0,28.0,24.0,29.0,111.0,103.0,190.0,186.5,-7.0,7.0,-6.5,6.5,-300.0,250.0,93.5,-2.0,2.0
47,2007-11-06,Toronto,Milwaukee,23.0,25.0,16.0,21.0,37.0,26.0,25.0,24.0,85.0,112.0,191.0,190.0,0.0,-0.0,-3.0,3.0,-160.0,140.0,95.0,-5.0,5.0
48,2007-11-06,SanAntonio,Houston,19.0,13.0,24.0,25.0,18.0,27.0,19.0,25.0,81.0,89.0,185.0,183.5,0.0,-0.0,-2.0,2.0,-135.0,115.0,91.5,-4.0,4.0
49,2007-11-06,LAClippers,Chicago,26.0,31.0,18.0,22.0,26.0,26.0,22.0,17.0,97.0,91.0,193.0,193.0,7.0,-7.0,8.5,-8.5,335.0,-405.0,97.5,8.0,-8.0
50,2007-11-06,Seattle,Sacramento,25.0,36.0,17.0,20.0,26.0,22.0,24.0,32.0,98.0,104.0,204.0,208.0,3.0,-3.0,2.0,-2.0,110.0,-130.0,101.5,4.5,-4.5
51,2007-11-06,Cleveland,GoldenState,29.0,25.0,26.0,28.0,23.0,31.0,27.0,23.0,108.0,104.0,209.0,209.5,-1.0,1.0,2.0,-2.0,115.0,-135.0,105.0,1.5,-1.5
52,2007-11-06,NewOrleans,LALakers,32.0,25.0,32.0,29.0,22.0,33.0,25.0,24.0,118.0,104.0,207.0,205.5,3.5,-3.5,3.0,-3.0,135.0,-155.0,104.0,3.0,-3.0
53,2007-11-07,Orlando,Toronto,31.0,21.0,26.0,27.0,23.0,24.0,27.0,22.0,105.0,96.0,186.5,191.5,3.0,-3.0,4.0,-4.0,170.0,-200.0,95.5,3.5,-3.5
54,2007-11-07,Phoenix,Atlanta,27.0,20.0,29.0,20.0,32.0,23.0,25.0,25.0,96.0,105.0,208.5,207.0,-5.5,5.5,-5.0,5.0,-230.0,190.0,103.5,-5.0,5.0
55,2007-11-07,LAClippers,Indiana,24.0,31.0,32.0,17.0,25.0,33.0,14.0,17.0,104.0,89.0,200.5,207.5,5.0,-5.0,6.5,-6.5,240.0,-290.0,102.0,3.5,-3.5
56,2007-11-07,Charlotte,Philadelphia,14.0,18.0,15.0,16.0,23.0,26.0,21.0,24.0,63.0,94.0,190.0,189.0,3.5,-3.5,4.0,-4.0,165.0,-195.0,93.5,-3.0,3.0
57,2007-11-07,Denver,Boston,22.0,16.0,28.0,27.0,38.0,39.0,26.0,16.0,93.0,119.0,203.0,202.5,5.5,-5.5,6.5,-6.5,245.0,-295.0,99.5,-5.5,5.5
58,2007-11-07,Miami,SanAntonio,21.0,17.0,20.0,20.0,23.0,16.0,26.0,23.0,78.0,88.0,185.5,180.5,10.5,-10.5,11.5,-11.5,800.0,-1200.0,88.5,7.5,-7.5
59,2007-11-07,Cleveland,Utah,26.0,22.0,19.0,34.0,29.0,23.0,20.0,31.0,101.0,103.0,196.0,194.5,8.0,-8.0,9.0,-9.0,400.0,-500.0,98.0,4.5,-4.5
60,2007-11-07,Memphis,Seattle,27.0,22.0,38.0,18.0,24.0,33.0,24.0,17.0,105.0,98.0,219.5,218.5,1.5,-1.5,0.0,-0.0,-110.0,-110.0,107.0,-2.0,2.0
61,2007-11-07,NewOrleans,Portland,23.0,26.0,18.0,23.0,26.0,18.0,32.0,17.0,90.0,93.0,202.0,201.5,-2.5,2.5,-2.5,2.5,-145.0,125.0,100.5,0.0,-0.0
62,2007-11-08,Washington,Brooklyn,27.0,14.0,17.0,27.0,15.0,21.0,21.0,30.0,85.0,87.0,194.0,190.0,6.0,-6.0,6.0,-6.0,235.0,-275.0,98.0,6.0,-6.0
63,2007-11-08,Detroit,Chicago,23.0,22.0,30.0,18.0,29.0,22.0,27.0,19.0,93.0,97.0,184.0,182.0,1.5,-1.5,1.0,-1.0,100.0,-120.0,90.0,-1.5,1.5
64,2007-11-08,Dallas,GoldenState,27.0,30.0,34.0,29.0,27.0,34.0,25.0,29.0,120.0,115.0,213.5,216.0,-7.5,7.5,-7.5,7.5,-325.0,275.0,108.5,-6.5,6.5
65,2007-11-09,Toronto,Philadelphia,24.0,23.0,24.0,34.0,19.0,20.0,29.0,35.0,105.0,103.0,188.0,187.5,1.0,-1.0,-2.0,2.0,-130.0,110.0,94.5,1.5,-1.5
66,2007-11-09,Indiana,Charlotte,27.0,16.0,30.0,14.0,24.0,16.0,25.0,31.0,87.0,96.0,194.5,195.0,3.0,-3.0,1.5,-1.5,105.0,-125.0,97.0,1.5,-1.5
67,2007-11-09,Atlanta,Boston,19.0,22.0,20.0,22.0,24.0,31.0,19.0,32.0,83.0,106.0,194.0,193.0,7.0,-7.0,8.5,-8.5,360.0,-430.0,97.5,0.0,-0.0
68,2007-11-09,Orlando,NewYork,28.0,20.0,29.0,35.0,28.0,21.0,24.0,29.0,112.0,102.0,198.5,201.5,-1.0,1.0,1.0,-1.0,-105.0,-115.0,99.5,0.0,-0.0
69,2007-11-09,Phoenix,Miami,27.0,28.0,24.0,27.0,37.0,23.0,24.0,17.0,106.0,101.0,201.0,195.5,-8.5,8.5,-8.0,8.0,-375.0,315.0,97.5,-7.0,7.0
70,2007-11-09,LAClippers,Detroit,21.0,21.0,14.0,23.0,31.0,28.0,24.0,20.0,79.0,103.0,192.0,191.5,7.5,-7.5,8.0,-8.0,315.0,-375.0,94.0,0.0,-0.0
71,2007-11-09,SanAntonio,NewOrleans,23.0,29.0,29.0,16.0,24.0,21.0,18.0,22.0,97.0,85.0,188.0,186.0,-3.5,3.5,-3.5,3.5,-165.0,145.0,94.0,1.0,-1.0
72,2007-11-09,Denver,Washington,28.0,32.0,33.0,25.0,26.0,25.0,11.0,30.0,118.0,92.0,210.5,209.5,-3.0,3.0,-2.0,2.0,-130.0,110.0,106.5,1.5,-1.5
73,2007-11-09,Milwaukee,Houston,25.0,16.0,29.0,18.0,24.0,26.0,28.0,26.0,88.0,104.0,191.0,188.5,9.5,-9.5,9.0,-9.0,395.0,-475.0,94.0,2.5,-2.5
74,2007-11-09,Memphis,Portland,26.0,35.0,15.0,22.0,23.0,26.0,25.0,36.0,98.0,110.0,208.0,208.5,1.0,-1.0,2.5,-2.5,120.0,-140.0,104.5,4.0,-4.0
75,2007-11-09,Utah,Seattle,28.0,24.0,26.0,25.0,25.0,21.0,29.0,26.0,103.0,101.0,210.5,211.5,-7.0,7.0,-6.5,6.5,-290.0,240.0,106.0,-1.5,1.5
76,2007-11-09,Minnesota,LALakers,28.0,22.0,19.0,24.0,30.0,26.0,27.0,24.0,93.0,107.0,201.0,204.0,11.0,-11.0,11.0,-11.0,600.0,-800.0,103.0,5.5,-5.5
77,2007-11-09,Cleveland,Sacramento,23.0,25.0,21.0,24.0,21.0,27.0,22.0,21.0,93.0,91.0,194.5,192.5,-6.5,6.5,-5.5,5.5,-245.0,205.0,97.0,-3.0,3.0
78,2007-11-10,Denver,Indiana,31.0,25.0,26.0,31.0,46.0,28.0,14.0,18.0,113.0,106.0,210.5,212.0,0.0,-0.0,-1.5,1.5,-125.0,105.0,103.0,-4.0,4.0
79,2007-11-10,Phoenix,Orlando,34.0,25.0,26.0,21.0,27.0,16.0,23.0,30.0,106.0,96.0,205.5,209.0,0.0,-0.0,-1.5,1.5,-125.0,105.0,102.5,4.0,-4.0
80,2007-11-10,Boston,Brooklyn,26.0,33.0,28.0,25.0,27.0,25.0,14.0,35.0,112.0,101.0,186.0,182.5,2.0,-2.0,-3.0,3.0,-150.0,130.0,95.0,0.0,-0.0
81,2007-11-10,Toronto,Chicago,17.0,24.0,36.0,24.0,13.0,17.0,13.0,28.0,101.0,71.0,191.0,189.5,5.5,-5.5,6.5,-6.5,220.0,-260.0,93.0,6.0,-6.0
82,2007-11-10,Memphis,Utah,30.0,19.0,22.0,23.0,36.0,28.0,25.0,29.0,94.0,118.0,219.0,216.0,11.0,-11.0,10.0,-10.0,475.0,-600.0,107.5,2.0,-2.0
83,2007-11-10,Minnesota,Sacramento,19.0,20.0,34.0,20.0,16.0,26.0,31.0,27.0,93.0,100.0,193.5,193.0,4.5,-4.5,4.5,-4.5,170.0,-200.0,93.5,2.0,-2.0
84,2007-11-10,Dallas,Portland,22.0,18.0,17.0,25.0,28.0,21.0,21.0,21.0,82.0,91.0,202.5,201.5,-8.0,8.0,-7.5,7.5,-350.0,290.0,100.0,-8.0,8.0
85,2007-11-11,Washington,Atlanta,26.0,25.0,27.0,23.0,23.0,17.0,25.0,25.0,101.0,90.0,195.5,192.5,5.0,-5.0,5.5,-5.5,190.0,-230.0,100.0,5.0,-5.0
86,2007-11-11,Houston,Charlotte,14.0,21.0,25.0,25.0,15.0,25.0,25.0,17.0,85.0,82.0,187.5,186.0,-5.5,5.5,-6.5,6.5,-275.0,235.0,94.5,-6.0,6.0
87,2007-11-11,NewOrleans,Philadelphia,23.0,28.0,26.0,16.0,24.0,13.0,17.0,18.0,93.0,72.0,192.5,190.5,-2.0,2.0,-3.0,3.0,-150.0,130.0,95.0,2.5,-2.5
88,2007-11-11,Miami,NewYork,25.0,12.0,15.0,23.0,20.0,19.0,19.0,14.0,75.0,72.0,196.0,192.0,4.0,-4.0,3.0,-3.0,130.0,-150.0,93.5,1.0,-1.0
89,2007-11-11,Milwaukee,SanAntonio,24.0,14.0,23.0,27.0,36.0,29.0,26.0,22.0,88.0,113.0,185.0,186.5,10.5,-10.5,10.5,-10.5,550.0,-700.0,93.5,-1.5,1.5
90,2007-11-11,Detroit,Seattle,35.0,29.0,17.0,26.0,20.0,32.0,21.0,30.0,107.0,103.0,199.0,196.0,-6.5,6.5,-6.5,6.5,-275.0,235.0,96.0,1.0,-1.0
91,2007-11-11,Cleveland,LAClippers,23.0,27.0,22.0,31.0,19.0,25.0,31.0,20.0,103.0,95.0,196.0,192.0,0.0,-0.0,-1.0,1.0,-110.0,-110.0,95.0,1.5,-1.5
92,2007-11-12,NewOrleans,Brooklyn,26.0,23.0,16.0,19.0,21.0,16.0,30.0,15.0,84.0,82.0,189.0,184.5,2.0,-2.0,-2.0,2.0,-130.0,110.0,92.5,3.0,-3.0
93,2007-11-12,Cleveland,Denver,18.0,25.0,25.0,32.0,21.0,37.0,30.0,34.0,100.0,122.0,205.5,208.0,6.5,-6.5,7.5,-7.5,285.0,-335.0,101.5,-0.0,0.0
94,2007-11-12,Sacramento,Utah,18.0,24.0,34.0,17.0,35.0,30.0,24.0,28.0,93.0,117.0,204.5,206.0,13.5,-13.5,14.0,-14.0,1050.0,-1700.0,101.0,1.5,-1.5
95,2007-11-13,Seattle,Orlando,14.0,22.0,20.0,20.0,28.0,21.0,36.0,18.0,76.0,103.0,209.5,209.0,10.5,-10.5,10.5,-10.5,525.0,-650.0,99.5,3.0,-3.0
96,2007-11-13,Miami,Charlotte,12.0,23.0,12.0,29.0,17.0,23.0,31.0,20.0,76.0,91.0,181.0,178.0,2.0,-2.0,1.5,-1.5,105.0,-125.0,88.5,-0.0,0.0
97,2007-11-13,Boston,Indiana,26.0,26.0,24.0,25.0,24.0,19.0,22.0,21.0,101.0,86.0,197.5,198.0,-6.0,6.0,-7.0,7.0,-300.0,250.0,97.5,-1.5,1.5
98,2007-11-13,Houston,Memphis,28.0,25.0,26.0,20.0,25.0,24.0,31.0,25.0,99.0,105.0,198.5,201.5,-6.5,6.5,-6.5,6.5,-270.0,230.0,101.0,-2.5,2.5
99,2007-11-13,Philadelphia,Dallas,22.0,28.0,18.0,16.0,19.0,24.0,33.0,23.0,84.0,99.0,190.5,192.5,12.0,-12.0,11.0,-11.0,600.0,-800.0,96.5,10.5,-10.5
100,2007-11-13,LALakers,SanAntonio,15.0,23.0,24.0,30.0,21.0,33.0,25.0,28.0,92.0,107.0,198.5,199.0,8.5,-8.5,8.0,-8.0,305.0,-365.0,98.0,-1.0,1.0
101,2007-11-13,NewYork,Phoenix,29.0,22.0,21.0,30.0,34.0,29.0,24.0,26.0,102.0,113.0,207.0,210.5,11.0,-11.0,13.0,-13.0,900.0,-1400.0,103.0,4.5,-4.5
102,2007-11-13,Detroit,Portland,27.0,26.0,21.0,20.0,22.0,28.0,24.0,28.0,94.0,102.0,189.0,190.0,-4.5,4.5,-5.0,5.0,-230.0,190.0,94.5,-2.5,2.5
103,2007-11-14,Indiana,Washington,15.0,26.0,25.0,24.0,28.0,28.0,27.0,20.0,90.0,103.0,201.5,200.5,6.0,-6.0,5.5,-5.5,200.0,-240.0,99.0,-2.0,2.0
104,2007-11-14,Orlando,Cleveland,28.0,27.0,26.0,27.0,29.0,27.0,23.0,29.0,117.0,116.0,194.5,190.5,4.5,-4.5,3.0,-3.0,130.0,-150.0,96.5,2.0,-2.0
105,2007-11-14,Utah,Toronto,18.0,21.0,25.0,28.0,22.0,14.0,23.0,29.0,92.0,88.0,203.0,204.0,1.0,-1.0,0.0,-0.0,-110.0,-110.0,104.5,0.0,-0.0
106,2007-11-14,Charlotte,Atlanta,22.0,26.0,26.0,35.0,37.0,26.0,18.0,36.0,109.0,117.0,187.5,188.0,5.0,-5.0,5.5,-5.5,200.0,-240.0,93.5,-1.5,1.5
107,2007-11-14,Seattle,Miami,30.0,31.0,19.0,24.0,25.0,16.0,27.0,27.0,104.0,95.0,193.5,191.5,6.0,-6.0,7.0,-7.0,240.0,-290.0,92.5,7.0,-7.0
108,2007-11-14,Brooklyn,Boston,23.0,11.0,20.0,15.0,17.0,19.0,26.0,29.0,69.0,91.0,184.5,181.0,9.5,-9.5,10.0,-10.0,525.0,-650.0,93.5,6.0,-6.0
109,2007-11-14,Sacramento,Minnesota,21.0,27.0,21.0,34.0,21.0,24.0,26.0,37.0,103.0,108.0,194.0,190.5,3.0,-3.0,2.0,-2.0,110.0,-130.0,96.0,1.5,-1.5
110,2007-11-14,Memphis,Milwaukee,18.0,23.0,30.0,28.0,22.0,25.0,31.0,24.0,99.0,102.0,205.0,206.5,6.0,-6.0,6.5,-6.5,220.0,-260.0,101.0,2.0,-2.0
111,2007-11-14,Philadelphia,NewOrleans,20.0,23.0,22.0,11.0,26.0,17.0,30.0,22.0,76.0,95.0,187.5,187.5,8.5,-8.5,8.5,-8.5,370.0,-450.0,93.0,5.5,-5.5
112,2007-11-14,Portland,Denver,20.0,18.0,23.0,32.0,25.0,27.0,26.0,32.0,93.0,110.0,211.5,212.0,10.0,-10.0,11.0,-11.0,550.0,-700.0,105.0,2.5,-2.5
113,2007-11-14,LALakers,Houston,25.0,36.0,14.0,18.0,22.0,27.0,22.0,19.0,93.0,90.0,199.0,199.5,7.5,-7.5,6.5,-6.5,240.0,-290.0,100.5,6.0,-6.0
114,2007-11-14,NewYork,LAClippers,17.0,27.0,9.0,28.0,18.0,23.0,22.0,21.0,81.0,84.0,200.0,200.5,7.0,-7.0,7.5,-7.5,275.0,-325.0,99.0,5.5,-5.5
115,2007-11-14,Detroit,GoldenState,25.0,26.0,31.0,29.0,40.0,24.0,21.0,19.0,111.0,104.0,207.0,211.0,-3.0,3.0,-1.0,1.0,-120.0,100.0,100.5,-3.5,3.5
116,2007-11-15,SanAntonio,Dallas,18.0,22.0,30.0,22.0,33.0,26.0,21.0,25.0,92.0,105.0,186.5,189.5,3.0,-3.0,1.5,-1.5,105.0,-125.0,94.0,-5.0,5.0
117,2007-11-15,Chicago,Phoenix,22.0,24.0,29.0,27.0,26.0,30.0,19.0,37.0,102.0,112.0,203.0,204.0,7.5,-7.5,8.5,-8.5,355.0,-425.0,102.0,1.5,-1.5
118,2007-11-16,Portland,Philadelphia,21.0,24.0,28.0,15.0,14.0,13.0,29.0,36.0,88.0,92.0,186.0,184.0,3.0,-3.0,3.0,-3.0,130.0,-150.0,93.0,5.0,-5.0
119,2007-11-16,Indiana,Toronto,30.0,26.0,18.0,27.0,22.0,31.0,28.0,29.0,101.0,110.0,193.5,195.5,8.5,-8.5,7.5,-7.5,285.0,-335.0,98.5,5.5,-5.5
120,2007-11-16,Miami,Boston,24.0,22.0,19.0,26.0,24.0,28.0,24.0,16.0,91.0,92.0,184.0,183.0,10.5,-10.5,10.0,-10.0,525.0,-650.0,93.0,4.5,-4.5
121,2007-11-16,Orlando,Brooklyn,25.0,20.0,24.0,26.0,10.0,22.0,27.0,11.0,95.0,70.0,184.0,186.0,-3.5,3.5,-3.5,3.5,-170.0,150.0,94.0,2.0,-2.0
122,2007-11-16,Utah,Cleveland,24.0,19.0,31.0,20.0,19.0,20.0,29.0,31.0,94.0,99.0,203.0,199.5,-2.0,2.0,1.5,-1.5,105.0,-125.0,103.0,1.0,-1.0
123,2007-11-16,Seattle,Atlanta,26.0,32.0,26.0,23.0,23.0,22.0,37.0,25.0,126.0,123.0,206.0,204.5,7.5,-7.5,6.0,-6.0,235.0,-275.0,100.5,5.5,-5.5
124,2007-11-16,Houston,SanAntonio,24.0,22.0,18.0,20.0,25.0,24.0,20.0,21.0,84.0,90.0,181.0,177.5,8.5,-8.5,9.0,-9.0,400.0,-500.0,90.0,5.0,-5.0
125,2007-11-16,NewOrleans,Memphis,32.0,30.0,19.0,33.0,20.0,38.0,26.0,30.0,120.0,118.0,202.0,204.5,-3.5,3.5,-3.0,3.0,-160.0,140.0,99.5,-0.0,0.0
126,2007-11-16,Washington,Minnesota,32.0,15.0,24.0,34.0,24.0,27.0,23.0,15.0,105.0,89.0,194.5,191.5,-2.5,2.5,-3.5,3.5,-170.0,150.0,99.5,-5.0,5.0
127,2007-11-16,NewYork,Sacramento,31.0,16.0,26.0,24.0,28.0,29.0,25.0,15.0,115.0,119.0,199.0,198.5,3.0,-3.0,3.5,-3.5,150.0,-170.0,98.5,-1.0,1.0
